upid,tgtplatethickness1,tgtwidth,steelspec,discharge,rm_time,fm_time,staying_time_pre,staying_time_1,staying_time_2,staying_time_soak,in_fce_time,cooltime,discharge_rm-fm
18909207000,0.02001,1.78,L415MS,85.347,100.893,123.686,146,75,94,78,394,9.714,284.307
18909208000,0.02001,1.78,L415MS,80.301,99.069,126.059,149,76,92,79,397,9.714,288.141
18909209000,0.02001,1.78,L415MS,63.999,100.76,119.481,150,77,97,79,404,9.714,302.06
18909210000,0.02001,1.78,L415MS,54.457,105.604,126.277,153,78,84,91,407,9.714,293.953
18909211000,0.02001,1.78,L415MS,86.013,113.765,122.838,143,78,93,80,396,9.714,284.731
18909212000,0.02001,1.78,L415MS,80.009,106.123,125.755,157,76,94,81,409,9.714,275.431
18909213000,0.02001,1.78,L415MS,61.041,116.208,121.393,156,79,96,81,413,9.714,257.522
18909214000,0.02001,1.78,L415MS,56.256,138.532,141.06,156,78,85,95,416,9.714,171.218
18909215000,0.02001,1.78,L415MS,85.383,112.749,134.115,152,88,86,83,410,9.714,261.025
18909216000,0.02001,1.78,L415MS,79.459,96.586,120.142,158,81,81,95,416,9.714,301.526
18909217000,0.02001,1.78,L415MS,61.814,119.029,122.111,165,85,91,83,425,9.714,283.209
18909218000,0.02001,1.78,L415MS,54.601,112.571,119.572,156,78,95,98,428,9.714,283.579
18909219000,0.0403,2.113,LR A,87.587,80.155,96.852,158,83,93,116,451,0,152.938
18909220000,0.01322,3.352,VL A,81.365,120.54,95.626,165,83,94,114,457,0,97.042
18909221000,0.02965,2.212,Q345B,65.933,101.768,84.045,162,93,97,112,465,0,334.079
18909222000,0.0242,3.952,LR AH36-TM,54.619,133.476,94.998,157,85,89,130,462,8.878,272.74
18909223000,0.0222,4.092,LR AH36-TM,170.589,115.488,111.306,165,76,99,109,451,8.84,224.927
18909224000,0.04078,2.632,07MnNiMoDR,82.341,145.358,99.979,153,81,111,86,432,0,290.773
18909225000,0.04078,2.632,07MnNiMoDR,64.017,180.856,89.282,152,84,162,20,419,0,235.492
18909226000,0.04078,2.632,07MnNiMoDR,79.424,177.115,91.436,155,81,117,67,421,0,261.412
18909227000,0.04073,3.232,07MnNiMoDR,114.19,170.349,112.362,156,83,148,20,408,0,334.609
18909228000,0.04078,2.632,07MnNiMoDR,114.141,167.702,89.801,157,71,137,58,424,0,314.701
18909229000,0.04078,2.632,07MnNiMoDR,104.3,154.328,92.587,160,88,140,27,416,0,292.896
18909230000,0.04078,2.632,07MnNiMoDR,102.959,181.44,93.161,158,76,148,32,415,0,218.406
18909231000,0.04078,2.632,07MnNiMoDR,155.664,184.133,96.817,145,90,135,27,399,0,248.011
18909232000,0.04073,3.232,07MnNiMoDR,91.312,143.957,101.561,160,67,151,46,424,0,305.423
18909233000,0.04073,3.232,07MnNiMoDR,99.003,168.048,97.87,155,96,124,38,414,0,291.984
18909234000,0.04078,2.632,07MnNiMoDR,54.597,147.594,100.224,155,79,138,46,419,0,271.063
18909235000,0.04073,3.232,07MnNiMoDR,87.202,151.543,97.725,142,96,125,38,402,0,273.265
18909236000,0.04073,3.232,07MnNiMoDR,80.517,158.354,96.103,150,84,132,63,430,0,262.134
18909237000,0.04073,3.232,07MnNiMoDR,65.734,192.157,97.679,156,111,103,59,430,0,232.509
18909238000,0.04073,3.232,07MnNiMoDR,91.099,175.397,97.493,156,94,109,68,428,0,245.708
18909239000,0.04073,3.232,07MnNiMoDR,124.23,183.403,96.013,148,107,101,58,415,0,263.229
18909240000,0.04073,3.232,07MnNiMoDR,135.42,169.396,96.143,141,111,109,67,429,0,298.985
18909241000,0.04073,3.232,07MnNiMoDR,126.65,173.563,98.887,159,111,100,56,427,0,288.952
18909242000,0.04073,3.232,07MnNiMoDR,55.034,184.843,96.63,157,98,99,75,430,0,243.457
18909243000,0.04078,2.632,07MnNiMoDR,100.581,171.226,97.446,146,114,87,67,416,0,264.086
18909244000,0.04078,2.632,07MnNiMoDR,102.694,178.178,105.166,146,108,103,71,428,0,294.769
18909245000,0.04078,2.632,07MnNiMoDR,103.038,171.309,96.853,159,161,52,54,428,0,280.184
18909246000,0.04078,2.632,07MnNiMoDR,110.948,209.908,114.724,158,116,75,79,428,0,211.144
18909247000,0.04078,2.632,07MnNiMoDR,181.554,143.608,96.86,159,138,47,68,413,0,269.906
18909248000,0.04078,2.632,07MnNiMoDR,162.161,142.42,97.203,144,136,82,63,426,0,300.382
18909249000,0.04073,3.232,07MnNiMoDR,139.107,186.237,96.68,171,136,53,64,425,0,255.795
18909250000,0.04073,3.232,07MnNiMoDR,155.231,168.287,97.829,158,147,54,65,425,0,295.342
18909251000,0.04078,2.632,07MnNiMoDR,190.938,133.881,94.834,155,133,54,61,404,0,304.563
18909252000,0.04078,2.632,07MnNiMoDR,162.57,226.03,95.752,156,138,80,48,423,0,207.263
18909253000,0.04078,2.632,07MnNiMoDR,64.276,167.316,96.902,177,121,78,50,426,0,258.637
18909254000,0.04751,2.727,07MnNiMoDR,65.094,170.08,90.426,175,120,53,77,426,0,315.983
18909255000,0.04078,2.632,07MnNiMoDR,93.957,169.912,95.183,163,123,74,49,410,0,289.584
18909256000,0.04073,3.232,07MnNiMoDR,92.131,152.354,113.124,154,123,90,50,419,0,333.848
18909257000,0.04078,2.632,07MnNiMoDR,78.245,207.214,89.768,174,112,83,50,420,0,272.446
18909258000,0.02545,3.837,L485M,109.96,169.74,132.426,174,108,84,58,425,13.571,384.907
18909259000,0.02545,3.837,L485M,87.858,250.317,134.543,178,98,83,51,411,13.571,325.823
18909260000,0.02545,3.837,L485M,172.318,181.872,132.716,175,107,87,57,427,13.571,357.509
18909261000,0.02545,3.837,L485M,133.018,229.971,146.751,193,89,89,55,427,13.571,339.211
18909262000,0.02545,3.837,L485M,262.37,163.045,153.406,165,98,85,67,415,13.571,349.012
18909263000,0.02545,3.837,L485M,87.158,205.061,154.125,173,85,88,60,407,13.571,356.022
18909264000,0.02545,3.837,L485M,128.779,177.465,148.313,169,101,88,64,423,13.571,379.343
18909265000,0.02545,3.837,L485M,68.826,202.273,151.631,237,37,100,51,425,13.571,439.24
18909266000,0.02545,3.837,L485M,112.956,170.362,148.415,177,73,96,66,413,13.571,422.208
18909267000,0.02545,3.837,L485M,111.756,307.832,146.588,220,38,99,53,411,13.571,299.706
18909268000,0.02545,3.837,L485M,104.782,199.632,154.47,189,80,80,70,421,13.571,330.041
18909269000,0.02545,3.837,L485M,93.622,189.934,152.538,213,52,86,65,417,13.571,372.967
18909270000,0.02545,3.837,L485M,56.087,223.543,149.09,211,37,101,69,419,13.571,370.885
18909271000,0.02545,3.837,L485M,372.955,187.058,146.585,212,51,99,54,416,13.571,335.964
18909272000,0.02545,3.837,L485M,343.259,214.326,151.154,206,78,69,71,425,13.571,338.683
18909273000,0.02545,3.837,L485M,63.007,219.463,150.396,204,76,85,59,424,13.571,320.679
18909274000,0.02545,3.837,L485M,117.416,176.398,147.937,197,52,98,75,423,13.571,334.422
18909275000,0.02545,3.837,L485M,165.101,186.327,152.405,200,72,90,56,419,13.571,333.321
18909276000,0.02545,3.837,L485M,128.259,169.348,154.419,196,80,75,73,426,13.571,374.157
18909277000,0.02545,3.837,L485M,95.207,213.889,154.086,196,77,93,56,423,13.571,354.807
18909278000,0.02545,3.837,L485M,117.513,155.415,153.17,189,84,78,73,425,13.571,382.749
18909279000,0.02545,3.837,L485M,170.837,155.005,148.754,194,82,89,56,422,13.571,347.27
18909280000,0.02545,3.837,L485M,126.997,155.905,155.817,192,86,82,69,429,13.571,383.993
18909281000,0.02545,3.837,L485M,86.232,217.922,152.822,197,78,96,53,425,13.571,364.274
18909282000,0.02545,3.837,L485M,113.982,188.649,156.533,185,85,86,70,426,13.571,365.226
18909283000,0.02545,3.837,L485M,111.455,255.398,150.103,181,83,91,53,409,13.571,328.275
18909284000,0.02545,3.837,L485M,138.867,136.284,152.244,186,88,86,76,437,13.571,437.185
18909285000,0.02545,3.837,L485M,122.586,138.71,153.648,183,86,89,98,457,13.571,384.392
18909286000,0.02545,3.837,L485M,109.148,197.613,156.566,180,88,90,99,458,13.571,340.322
18909287000,0.02545,3.837,L485M,171.415,190.324,155.662,168,96,97,79,441,13.571,334.213
18909288000,0.02545,3.837,L485M,149.763,165.54,149.803,188,80,92,98,459,13.571,372.543
18909289000,0.02545,3.837,L485M,75.033,242.986,148.033,169,85,95,92,442,13.571,346.702
18909290000,0.02545,3.837,L485M,110.277,182.102,155.138,168,84,97,93,443,13.571,356.012
18909291000,0.02545,3.837,L485M,105.6,180.954,150.862,181,70,94,80,427,13.571,381.17
18909292000,0.02545,3.837,L485M,160.189,208.753,157.717,184,67,100,92,444,13.571,351.028
18909293000,0.02545,3.837,L485M,160.437,225.743,152.595,175,59,100,92,427,13.571,346.317
18909294000,0.02545,3.837,L485M,211.138,190.072,152.359,178,74,97,93,443,13.571,363.695
18909295000,0.02545,3.837,L485M,169.609,148.559,151.484,175,79,91,83,429,13.571,406.424
18909296000,0.02545,3.837,L485M,190.578,154.554,152.031,174,74,96,96,441,13.571,414.524
18909297000,0.02545,3.837,L485M,273.957,150.719,150.771,172,65,94,97,429,13.581,385.872
18909298000,0.02545,3.837,L485M,270.872,154.511,151.059,160,77,95,98,430,13.571,404.834
18909299000,0.02545,3.837,L485M,161.838,153.11,154.61,121,82,123,56,383,13.571,393.362
18909300000,0.02545,3.837,L485M,305.34,169.968,153.415,171,72,101,91,436,13.571,364.412
18909301000,0.02545,3.837,L485M,225.106,229.595,165.225,157,81,121,72,432,13.571,366.903
18909302000,0.02545,3.837,L485M,153.675,151.641,156.628,166,73,122,76,437,13.571,406.312
18909303000,0.02545,3.837,L485M,88.195,206.508,153.221,121,89,109,73,392,13.571,400.741
18909304000,0.02545,3.837,L485M,122.276,213.892,157.244,132,78,121,75,407,13.594,328.558
18909305000,0.02545,3.837,L485M,63.766,237.896,150.763,133,75,122,75,406,13.594,312.142
18909306000,0.02545,3.837,L485M,145.962,163.345,146.741,133,76,120,78,408,13.571,374.162
18909307000,0.02545,3.837,L485M,258.851,160.802,152.392,129,95,103,76,404,13.571,387.555
18909308000,0.02545,3.837,L485M,169.911,197.041,148.943,136,79,121,77,414,13.609,478.702
18909309000,0.02545,3.837,L485M,88.251,303.936,148.944,138,86,118,75,418,13.614,356.543
18909310000,0.02545,3.837,L485M,206.231,150.372,152.356,144,83,113,105,447,13.571,383.238
18909311000,0.02545,3.837,L485M,87.265,184.367,153.309,140,82,118,102,443,13.571,361.594
18909312000,0.02145,4.495,X80M,82.442,178.368,193.536,149,82,117,104,453,5.429,359.758
18909313000,0.02145,4.495,X80M,64.779,239.376,184.942,152,80,118,105,456,5.429,310.221
18909314000,0.02145,4.495,X80M,72.122,255.685,182.596,154,82,117,105,459,5.429,280.614
18909315000,0.02145,4.495,X80M,125.975,220.56,184.083,153,90,129,80,453,5.429,312.047
18909316000,0.02145,4.495,X80M,81.95,174.435,193.347,162,78,122,101,464,5.429,333.98
18909317000,0.02145,4.495,X80M,63.566,200.397,189.13,162,78,123,101,465,5.429,311.61
18909318000,0.02145,4.495,X80M,55.939,246.475,182.786,166,77,128,97,468,5.429,287.38
18909319000,0.02145,4.495,X80M,88.492,174.667,183.692,156,122,100,82,462,5.429,293.67
18909320000,0.02145,4.495,X80M,81.406,190.993,188.975,154,86,119,98,458,5.429,364.27
18909321000,0.02145,4.495,X80M,63.062,207.504,193.729,157,105,100,97,460,5.429,342.91
18909322000,0.03085,4.47,X80M,56.743,244.364,190.662,175,104,100,98,477,5.714,573.025
18909323000,0.03085,4.47,X80M,91.09,185.761,177.649,159,107,140,54,461,5.714,685.247
18909324000,0.03085,4.47,X80M,81.409,199.241,195.554,144,108,98,97,448,5.714,671.238
18909325000,0.03085,4.47,X80M,65.973,224.596,174.962,149,103,100,96,449,5.714,656.922
18909326000,0.03085,4.47,X80M,59.519,269.709,191.275,178,98,127,71,475,5.714,650.838
18909327000,0.03085,4.47,X80M,105.393,180.573,186.476,153,101,141,55,451,5.714,732.188
18909328000,0.03085,4.47,X80M,82.402,172.465,191.528,153,101,129,68,452,5.714,745.388
18909329000,0.03085,4.47,X80M,63.237,190.96,197.182,154,104,124,81,465,5.714,597.499
18909330000,0.03085,4.47,X80M,55.999,178.842,187.011,157,99,130,80,467,5.714,691
18909331000,0.03085,4.47,X80M,144.035,175.393,192.809,152,105,142,62,462,5.77,669.75
18909332000,0.03085,4.47,X80M,84.083,189.992,182.296,154,107,125,77,465,5.714,734.353
18910016000,0.03085,4.47,X80M,64.716,184.47,181.873,196,107,104,63,471,5.724,740.303
18910017000,0.03085,4.47,X80M,57.768,183.118,173.95,178,126,102,66,473,5.714,749.608
18910021000,0.02205,3.35,L485M,53.528,185.196,136.557,186,118,100,75,480,11.37,314.062
18910022000,0.02205,3.35,L485M,85.913,175.301,135.603,202,118,97,58,476,11.37,322.646
18910023000,0.02205,3.35,L485M,80.723,169.383,128.159,202,105,97,72,477,11.359,343.581
18910024000,0.02205,3.35,L485M,61.038,163.059,132.682,197,105,97,72,472,11.362,336.192
18910025000,0.02205,3.35,L485M,55.072,185.095,125.471,182,117,99,74,473,11.362,310.03
18910026000,0.02205,3.35,L485M,85.497,173.051,143.145,226,99,76,68,470,11.366,353.168
18910027000,0.02205,3.35,L485M,80.158,160.367,127.016,225,77,96,72,471,11.376,365.563
18910028000,0.02205,3.35,L485M,61.566,201.706,129.355,225,88,86,71,472,11.383,328.322
18910029000,0.02205,3.35,L485M,55.313,195.746,131.72,210,101,90,72,474,11.384,313.863
18910032000,0.03085,4.47,X80M,63.913,175.58,186.041,227,85,89,73,475,5.746,617.437
18910065000,0.03085,4.47,X80M,58.765,199.49,183.739,156,91,86,63,397,5.714,712.034
18910066000,0.03085,4.47,X80M,89.285,188.884,173.664,169,80,87,57,394,5.736,714.003
18910067000,0.03085,4.47,X80M,82.063,218.406,177.921,169,78,88,58,394,5.74,685.013
18910070000,0.01753,2.887,X70M,83.367,130.081,89.902,152,95,79,51,378,8.677,121.189
18910071000,0.01753,2.887,X70M,65.351,129.157,81.698,175,84,69,64,393,8.677,143.137
18910072000,0.01753,2.887,X70M,61.42,122.687,86.834,150,83,83,39,356,8.681,162.684
18910073000,0.01753,2.887,X70M,54.776,126.919,82.032,173,85,69,53,381,8.681,171.17
18910074000,0.01755,2.579,L485M,85.458,125.562,111.647,158,76,81,38,354,7.896,192.389
18910075000,0.01755,2.579,L485M,80.369,121.92,119.959,150,84,83,35,352,7.896,181.525
18910076000,0.0126,2.592,L415M,63.86,143.38,77.857,177,68,71,47,363,9.278,174.051
18910077000,0.0126,2.592,L415M,195.027,117.454,92.355,162,85,69,49,366,9.278,64.514
18910078000,0.0126,2.592,L415M,88.728,112.18,90.19,148,84,72,44,349,9.278,115.061
18910079000,0.0126,2.592,L415M,83.29,127.73,83.562,147,84,74,42,348,9.277,98.791
18910080000,0.0126,2.592,L415M,64.671,115.484,84.091,151,81,58,56,347,9.276,114.674
18910081000,0.0126,2.592,L415M,57.256,114.856,82.599,164,70,69,59,363,9.277,119.431
18910082000,0.0126,2.592,L415M,89.265,133.623,85.671,150,78,65,50,344,9.278,99.754
18910083000,0.0126,2.592,L415M,83.127,120.336,84.58,159,81,63,49,353,9.279,108.628
18910084000,0.0126,2.592,L415M,63.792,111.656,81.746,163,78,71,40,354,9.279,120.619
18910085000,0.0133,2.59,L450M,60.584,144.909,81.408,163,69,57,66,356,7.322,101.233
18910086000,0.0133,2.59,L450M,89.014,130.607,82.792,161,79,52,57,350,7.318,98.502
18910087000,0.0133,2.59,L450M,82.701,138.046,82.702,163,80,51,56,351,7.318,80.74
18910088000,0.0133,2.59,L450M,88.673,130.178,85.112,161,69,70,39,341,7.319,86.253
18910089000,0.0133,2.59,L450M,83.706,116.645,83.22,164,78,57,39,340,7.319,86.979
18910090000,0.0133,2.59,L450M,88.218,116.246,83.627,161,68,68,33,332,7.318,93.549
18910092000,0.00836,3.125,VL D36,41.08,0.72,129.22,161,66,55,52,336,0,77.807
18910093000,0.00836,3.125,VL D36,49.172,0.672,117.838,162,56,72,33,325,0,61.055
18910094000,0.00836,3.125,VL D36,41.98,0.863,120.048,148,66,65,45,326,0,51.839
18910095000,0.0083,2.725,KA36-TM,69.986,0.672,173.179,160,60,67,30,320,0,44.93
18910096000,0.0083,2.725,KA36-TM,50.296,0.96,177.516,159,70,49,38,318,0,53.272
18910097000,0.0083,2.725,KA36-TM,41.235,0.912,182.114,138,55,71,44,310,0,68.877
18910098000,0.00836,3.144,LR A,74.309,0.959,110.636,141,61,69,39,312,0,70.319
18910099000,0.00836,3.125,VL D36,66.695,0.672,129.357,150,49,70,37,308,0,51.22
18910100000,0.00836,3.125,VL D36,48.416,1.056,145.879,150,59,49,47,307,0,39.552
18910101000,0.00831,3.025,KA36-TM,41.967,1.056,154.887,148,68,48,53,319,0,42.337
18910102000,0.0073,2.639,KA,72.72,0.624,137.465,142,52,68,47,312,0,59.097
18910103000,0.0073,2.542,KA,69.091,0.768,161.67,150,37,70,47,306,0,86.444
18910104000,0.00731,3.144,KA,48.034,0.72,141.707,138,57,64,44,305,0,86.632
18910105000,0.00731,3.137,KA,40.878,0.864,141.119,150,58,48,61,319,0,52.374
18910106000,0.00729,2.281,KA,72.343,0.576,128.221,141,58,54,55,310,0,46.463
18910107000,0.00731,3.463,KA,66.614,0.575,122.258,148,55,53,55,313,0,37.969
18910108000,0.00731,3.115,KA,48.018,0.672,136.654,149,53,61,49,314,0,41.622
18910109000,0.00731,3.132,KA36-TM,40.645,0.912,126.624,149,53,59,53,316,0,40.513
18910110000,0.0089,2.048,460LF-TM,71.982,0.721,211.436,150,54,58,52,316,0,45.893
18910111000,0.0089,2.753,460LF-TM,66.393,0.575,196.226,150,55,55,51,313,0,89.95
18910112000,0.0089,2.759,460LF-TM,48.023,0.722,205.534,135,63,53,57,310,0,123.599
18910113000,0.0089,2.759,460LF-TM,42.832,0.671,246.425,134,63,51,62,312,0,51.458
18910114000,0.0089,2.759,460LF-TM,72.317,1.344,197.953,133,63,52,62,312,0,102.578
18910115000,0.0089,2.759,460LF-TM,66.577,1.54,216.384,139,58,57,55,310,0,47.283
18910116000,0.0089,2.047,460LF-TM,47.833,1.345,250.655,124,69,50,67,312,0,80.059
18910117000,0.0084,2.796,460LF-TM,41.286,1.776,241.965,122,70,51,69,313,0,135.417
18910118000,0.00836,3.15,VL E36-TM,78.854,94.268,82.846,126,58,61,70,318,0,48.338
18910121000,0.00978,2.489,Q235B,48.983,87.548,90.821,132,56,60,52,302,0,35.859
18910122000,0.00978,2.489,Q235B,80.694,111.027,90.724,123,51,75,51,302,0,37.198
18910123000,0.00978,2.489,Q235B,79.136,90.769,90.291,131,41,89,36,300,0,36.768
18910124000,0.00978,2.489,Q235B,56.029,97.687,89.185,120,54,72,51,299,0,36.713
18910125000,0.00978,2.489,Q235B,53.686,103.873,88.324,119,57,71,50,298,0,43.344
18910126000,0.017,3.215,L415M,83.023,109.539,115.293,118,55,91,29,295,6.948,189.791
18910127000,0.017,3.215,L415M,73.306,117.648,111.881,119,54,76,42,294,6.947,180.725
18910128000,0.017,3.215,L415M,56.184,111.079,111.019,115,51,82,42,292,6.947,183.648
18910129000,0.017,3.215,L415M,48.472,111.79,114.291,117,50,82,44,294,6.946,174.523
18910130000,0.017,3.215,L415M,99.892,130.414,111.368,116,50,89,37,293,6.946,163.198
18910131000,0.017,3.215,L415M,74.858,127.246,111.652,123,49,80,37,290,6.946,167.672
18910132000,0.017,3.215,L415M,55.239,128.247,113.038,114,47,90,38,290,6.947,179.283
18910133000,0.017,3.215,L415M,47.835,114.661,111.215,111,50,75,52,290,6.946,204.386
18910134000,0.017,3.215,L415M,78.999,116.164,114.964,112,60,76,40,289,6.946,177.986
18910135000,0.017,3.215,L415M,73.978,121.349,114.61,113,57,73,42,286,6.946,168.723
18910136000,0.017,3.215,L415M,55.062,129.998,115.443,103,66,70,46,286,6.946,172.358
18910137000,0.017,3.215,L415M,48.763,128.776,112.946,101,58,80,46,286,6.948,188.207
18910138000,0.017,3.215,L415M,79.639,117.404,118.089,104,67,71,68,311,6.949,163.25
18910139000,0.017,3.215,L415M,73.465,131.381,115.536,102,65,70,69,307,6.949,164.01
18910140000,0.017,3.215,L415M,55.429,145.235,110.737,106,60,71,69,307,6.947,165.072
18910141000,0.017,3.215,L415M,47.937,149.134,117.653,109,58,70,70,308,6.946,176.403
18910142000,0.017,3.215,L415M,55.08,134.546,116.445,110,66,69,62,308,6.947,183.221
18910143000,0.017,3.215,L415M,48.839,133.968,115.726,111,67,66,64,309,6.948,197.327
18910144000,0.017,3.206,L415M,55.588,116.018,113.574,116,76,61,57,310,6.947,212.785
18910145000,0.03085,4.47,X80M,75.355,185.37,192.715,114,79,83,38,315,5.734,583.881
18910146000,0.03085,4.47,X80M,68.904,222.482,178.794,113,78,77,46,314,5.727,655.012
18910147000,0.03085,4.47,X80M,77.405,200.161,179.245,121,70,89,36,318,5.714,709.377
18910148000,0.03085,4.47,X80M,69.493,210.584,185.414,121,71,86,39,318,5.714,733.584
18910149000,0.03085,4.47,X80M,42.891,197.134,179.417,110,55,104,38,308,5.714,758.211
18910150000,0.03085,4.47,X80M,74.236,196.989,182.447,112,68,88,38,308,5.714,746.121
18910151000,0.03085,4.47,X80M,69.092,172.801,194.791,112,57,84,44,298,5.714,758.49
18910152000,0.03085,4.47,X80M,50.707,180.77,189.022,111,70,81,48,310,5.714,750.918
18910155000,0.03085,4.47,X80M,69.807,180.761,185.915,118,52,79,55,305,5.714,746.876
18910160000,0.03085,4.47,X80M,50.883,207.034,179.909,132,47,66,75,321,5.738,732.376
18910161000,0.03085,4.47,X80M,43.666,205.675,178.798,120,61,63,80,325,5.739,725.671
18910178000,0.03085,4.47,X80M,80.195,210.346,186.29,157,52,74,64,348,5.719,780.719
18910180000,0.03085,4.47,X80M,52.619,227.135,178.997,129,58,99,63,350,5.727,752.109
18910183000,0.03844,3.032,SX780CF,73.413,175.021,153.947,142,60,86,67,355,0,647.89
18910184000,0.03847,2.812,SX780CF,53.57,256.217,179.618,147,38,96,75,357,0,471.848
18910186000,0.04269,3.739,B780CF,79.276,198.342,120.035,136,55,90,89,371,0,274.225
18910187000,0.0428,2.372,B780CF,172.449,218.202,152.12,133,57,95,84,370,0,210.091
18910188000,0.04284,2.122,B780CF,103.713,219.501,112.326,130,62,88,82,363,0,281.093
18910189000,0.04284,2.122,B780CF,162.232,250.757,113.523,136,67,88,82,374,0,276.092
18910190000,0.02964,2.577,Q550CFD,69.184,176.872,160.603,118,80,89,68,356,18.372,145.014
18910191000,0.02964,2.578,Q550CFD,48.269,152.205,125.51,121,87,86,67,362,18.352,201.658
18910192000,0.02964,2.577,Q550CFD,54.912,122.166,130.327,108,98,94,50,351,18.339,244.8
18910193000,0.02964,2.578,Q550CFD,47.387,96.054,131.338,119,101,94,50,365,18.343,260.678
18910194000,0.02964,2.577,Q550CFD,79.846,104.769,130.508,130,82,112,33,358,18.343,227.811
18910195000,0.02964,2.572,Q550CFD,77.306,98.725,122.552,130,73,124,34,361,18.357,217.103
18910196000,0.02964,2.577,Q550CFD,55.407,107.522,135.367,123,95,83,62,363,18.184,203.613
18910197000,0.02964,2.577,Q550CFD,48.465,100.647,127.437,132,90,81,63,368,18.185,228.105
18910198000,0.02964,2.577,Q550CFD,79.236,116.645,131.149,132,87,105,38,364,18.187,204.615
18910199000,0.02964,2.577,Q550CFD,74.103,100.215,127.678,134,75,115,41,366,18.185,219.561
18910200000,0.02964,2.577,Q550CFD,55.003,105.21,126.723,133,75,88,70,367,18.193,218.117
