upid,tgtplatethickness1,tgtwidth,steelspec,discharge,rm_time,fm_time,staying_time_pre,staying_time_1,staying_time_2,staying_time_soak,in_fce_time,cooltime,discharge_rm-fm
18908243000,0.03085,4.47,X80M,55.039,186.286,178.317,137,58,108,91,396,5.714,643.93
18908244000,0.03085,4.47,X80M,85.611,181.877,169.443,135,68,105,87,396,5.742,706.554
18908245000,0.03085,4.47,X80M,81.1,202.611,172.366,124,68,103,89,384,5.743,689.424
18908246000,0.03085,4.47,X80M,61.82,198.672,173.799,121,58,123,83,386,5.745,690.912
18908247000,0.03085,4.47,X80M,55.17,171.506,182.738,122,58,123,84,388,5.748,713.805
18908248000,0.03085,4.47,X80M,108.662,195.743,179.23,125,69,115,80,390,5.748,670.079
18908258000,0.03085,4.47,X80M,61.72,231.738,174.382,117,77,134,70,399,5.721,691.681
18908259000,0.03085,4.47,X80M,57.72,208.857,178.456,124,66,140,68,399,5.726,718.224
18908260000,0.03085,4.47,X80M,85.319,209.567,173.909,124,111,113,50,399,5.725,718.998
18908261000,0.03085,4.47,X80M,80.483,192.53,174.623,115,99,112,65,392,5.725,756.814
18908263000,0.03085,4.47,X80M,55.504,189.213,172.651,126,98,112,86,423,5.765,576.002
18908264000,0.03085,4.47,X80M,87.57,198.717,175.258,125,103,125,69,422,5.759,636.667
18908277000,0.03085,4.47,X80M,79.484,188.153,161.182,161,94,91,82,429,5.714,803.911
18908285000,0.03085,4.47,X80M,80.804,187.294,176.933,176,89,104,66,437,5.714,715.876
18908286000,0.03085,4.47,X80M,61.928,246.823,167.945,187,86,104,66,445,5.714,745.583
18908287000,0.03085,4.47,X80M,72.678,175.677,172.663,159,104,103,69,435,5.714,770.199
18908288000,0.03085,4.47,X80M,88.592,186.244,170.063,181,98,93,64,437,5.714,754.988
18908289000,0.03085,4.47,X80M,83.387,307.772,173.289,181,86,103,67,438,5.714,631.868
18908298000,0.03085,4.47,X80M,61.464,187.062,181.53,210,73,109,63,457,5.765,747.02
18908299000,0.03085,4.47,X80M,55.715,156.186,177.6,192,106,88,67,454,5.768,779.184
18908302000,0.03085,4.47,X80M,63.017,332.778,185.764,213,92,88,66,461,5.714,613.201
18908303000,0.02575,4.49,X80M,54.076,152.344,194.68,205,89,87,79,461,7.857,472.378
18908304000,0.02575,4.49,X80M,84.081,153.41,181.541,207,91,88,75,462,7.857,482.684
18908305000,0.02575,4.49,X80M,79.848,257.323,184.907,208,91,88,76,464,7.857,347.422
18908306000,0.02575,4.49,X80M,64.717,269.717,179.954,207,90,93,74,464,7.857,362.297
18908307000,0.02575,4.49,X80M,64.32,235.115,191.15,205,89,90,79,464,7.857,351.3
18908308000,0.02575,4.49,X80M,87.648,259.532,181.099,205,91,91,74,462,7.857,367.299
18908309000,0.02575,4.49,X80M,82.636,234.823,181.295,207,89,93,75,465,7.857,396.474
18908310000,0.02575,4.49,X80M,65.244,258.776,188.195,207,90,91,77,466,7.857,369.167
18908311000,0.02575,4.52,X80M,103.861,169.104,183.93,196,102,94,76,469,7.857,442.328
18908312000,0.02545,3.852,L485M,112.632,146.765,146.943,180,91,103,67,442,13.571,412.609
18908313000,0.02545,3.852,L485M,145.228,146.204,147.169,181,90,98,74,444,13.571,402.046
18908314000,0.02205,3.35,L485M,61.51,167.391,129.338,177,89,94,80,441,11.37,373.736
18908315000,0.02205,3.35,L485M,56.231,189.151,140.317,167,102,93,82,445,11.37,314.598
18908316000,0.03968,2.592,Q690CFD,95.452,145.038,115.678,198,70,102,72,443,33.463,426.292
18908317000,0.03968,2.592,Q690CFD,80.201,139.294,114.983,199,71,100,74,445,33.463,406.609
18908318000,0.05929,2.482,S355J0-AR,63.999,109.448,96.812,192,77,87,81,438,0,623.9
18908319000,0.05929,2.482,S355J0-AR,56.966,110.831,94.723,179,86,101,70,437,0,699.983
18908320000,0.05929,2.482,S355J0-AR,88.842,144.883,98.659,191,73,101,67,432,0,733.807
18908321000,0.05929,2.482,S355J0-AR,82.58,110.116,123.542,189,74,100,67,431,0,792.866
18908322000,0.05925,2.512,S355J0-AR,64.481,154.756,96.955,172,88,100,64,425,0,792.344
18908323000,0.05929,2.482,S355J0-AR,58.156,117.167,100.951,174,85,103,63,427,0,826.944
18908324000,0.05929,2.482,S355J0-AR,87.814,332.388,124.803,186,73,101,61,422,0,624.673
18908325000,0.05014,3.147,Q345D,84.488,177.308,141.365,185,74,102,62,424,0,645.89
18908326000,0.04939,2.877,Q235B,97.811,332.398,113.335,166,87,104,48,406,0,527.813
18908327000,0.02765,2.295,SS400,82.428,346.654,103.239,166,88,105,51,411,0,241.823
18908328000,0.01017,2.672,LR A,80.356,99.463,112.949,177,86,98,28,390,0,184.311
18908329000,0.01217,3.2,LR A,54.736,115.145,111.123,174,99,88,28,390,0,113.524
18908330000,0.0161,3.099,SA612 MT LTV,64.759,113.371,100.032,174,76,98,30,379,0,199.589
18908331000,0.0237,3.719,AB/AH36-TM,54.542,111.553,112.323,162,113,73,32,381,8.881,172.321
18908332000,0.01723,3.364,Gr.483 CAT.II,87.918,133.252,111.273,172,95,81,37,386,8.362,117.884
18908333000,0.01723,3.364,Gr.483 CAT.II,80.867,132.684,110.736,174,86,93,32,386,8.355,147.019
18908334000,0.01723,3.364,Gr.483 CAT.II,62.228,132.919,111.072,178,83,76,49,388,8.358,151.632
18908335000,0.01723,3.364,Gr.483 CAT.II,56.393,139.778,110.393,160,101,74,50,386,8.36,131.141
18908336000,0.01723,3.364,Gr.483 CAT.II,87.627,137.517,126.191,176,101,61,43,382,8.356,124.748
18908337000,0.01723,3.364,Gr.483 CAT.II,80.968,130.84,111.789,177,102,63,39,382,8.356,138.478
18908338000,0.01723,3.364,Gr.483 CAT.II,63.019,131.088,110.107,176,86,65,54,383,8.354,140.124
18908339000,0.01723,3.364,Gr.483 CAT.II,55.716,130.274,120.485,179,84,63,56,382,8.358,135.413
18908340000,0.01723,3.364,Gr.483 CAT.II,86.86,127.251,111.307,176,103,51,47,378,8.353,139.822
18908341000,0.01723,3.364,Gr.483 CAT.II,81.727,117.112,110.147,176,104,50,47,378,8.352,158.12
18908342000,0.01723,3.364,Gr.483 CAT.II,62.329,119.234,109.392,176,92,55,55,378,8.352,162.099
18908343000,0.01723,3.364,Gr.483 CAT.II,56.442,121.308,109.586,160,89,55,54,359,8.361,167.618
18908344000,0.01723,3.364,Gr.483 CAT.II,87.83,128.116,108.77,159,100,43,53,356,8.361,140.78
18908345000,0.01723,3.364,Gr.483 CAT.II,80.69,124.258,111.064,158,99,44,53,355,8.359,147.561
18908346000,0.01723,3.364,Gr.483 CAT.II,61.902,126.049,109.868,159,91,45,61,357,8.352,175.625
18908347000,0.01723,3.355,Gr.483 CAT.II,55.685,132.146,111.351,170,85,41,58,355,8.352,165.607
18908348000,0.01723,3.364,Gr.483 CAT.II,86.926,126.96,108.191,168,84,53,45,352,8.363,165.501
18908349000,0.01723,3.364,Gr.483 CAT.II,63.337,121.968,111.415,171,73,63,46,354,8.354,153.12
18909001000,0.01723,3.364,Gr.483 CAT.II,81.532,138.63,109.393,169,84,51,53,359,8.361,142.655
18909002000,0.01723,3.364,Gr.483 CAT.II,56.169,124.992,120.238,172,71,60,53,357,8.356,151.053
18909003000,0.01723,3.364,Gr.483 CAT.II,86.631,126.479,113.479,170,74,57,51,353,8.356,146.739
18909004000,0.01723,3.364,Gr.483 CAT.II,81.205,120.862,110.399,171,77,52,51,352,8.356,167.902
18909005000,0.01723,3.355,Gr.483 CAT.II,62.816,121.576,104.883,172,60,67,53,353,8.356,176.639
18909006000,0.01723,3.364,Gr.483 CAT.II,56.097,126.91,122.253,173,59,66,54,353,8.356,167.192
18909007000,0.01723,3.364,Gr.483 CAT.II,87.818,119.142,104.258,175,59,63,51,349,8.358,163.627
18909008000,0.01723,3.355,Gr.483 CAT.II,81.082,129.266,106.995,176,62,59,51,349,8.359,159.401
18909009000,0.01723,3.364,Gr.483 CAT.II,63.125,122.056,109.206,178,45,75,50,350,8.359,171.268
18909010000,0.01723,3.364,Gr.483 CAT.II,56.551,122.21,111.265,178,43,74,53,349,8.36,168.531
18909011000,0.01723,3.364,Gr.483 CAT.II,86.756,131.462,110.932,177,50,68,49,345,8.36,151.389
18909012000,0.01723,3.364,Gr.483 CAT.II,99.262,117.693,108.432,179,48,66,51,345,8.359,157.446
18909013000,0.01723,3.364,Gr.483 CAT.II,63.091,125.093,107.658,174,42,74,51,342,8.358,180
18909014000,0.01723,3.364,Gr.483 CAT.II,55.758,131.293,114.137,172,43,72,53,341,8.356,168.715
18909015000,0.01723,3.364,Gr.483 CAT.II,87.54,129.748,111.265,172,42,71,52,338,8.353,159.594
18909016000,0.01723,3.364,Gr.483 CAT.II,80.502,118.525,107.809,170,43,79,45,337,8.356,180.529
18909017000,0.01723,3.364,Gr.483 CAT.II,63.123,118.711,109.761,162,45,95,37,339,8.356,175.73
18909018000,0.01723,3.364,Gr.483 CAT.II,56.092,123.832,107.173,169,40,81,47,338,8.356,180.776
18909019000,0.01723,3.364,Gr.483 CAT.II,86.671,134.258,110.254,167,50,70,46,334,8.354,169.827
18909020000,0.01723,3.364,Gr.483 CAT.II,81.639,127.253,108.536,168,48,71,46,333,8.358,175.774
18909021000,0.01723,3.364,Gr.483 CAT.II,63.824,126.145,106.853,153,61,71,46,332,8.361,173.091
18909022000,0.01723,3.364,Gr.483 CAT.II,56.33,132.523,110.398,153,59,71,47,331,8.361,157.2
18909023000,0.01723,3.355,Gr.483 CAT.II,86.161,137.566,101.474,156,54,71,45,328,8.355,170.115
18909024000,0.01723,3.364,Gr.483 CAT.II,81.649,127.496,106.326,160,49,71,46,327,8.356,178.405
18909025000,0.01723,3.364,Gr.483 CAT.II,63.835,127.188,105.51,142,72,67,46,328,8.356,170.259
18909026000,0.01723,3.364,Gr.483 CAT.II,56.087,123.746,106.848,139,66,72,47,325,8.356,165.029
18909027000,0.01723,3.364,Gr.483 CAT.II,86.324,131.708,107.813,146,60,71,45,324,8.356,167.222
18909028000,0.01723,3.364,Gr.483 CAT.II,81.756,128.254,118.51,148,57,81,36,323,8.356,174.778
18909029000,0.01723,3.364,Gr.483 CAT.II,63.205,116.743,108.473,134,72,71,47,325,8.358,187.339
18909030000,0.01723,3.364,Gr.483 CAT.II,55.017,126.956,111.637,130,74,71,47,323,8.359,168.964
18909031000,0.01723,3.364,Gr.483 CAT.II,86.712,128.12,113.764,139,66,69,43,318,8.354,163.345
18909032000,0.01723,3.364,Gr.483 CAT.II,81.382,126.922,111.748,136,64,80,37,317,8.354,167.52
18909033000,0.01723,3.356,Gr.483 CAT.II,64.166,111.452,95.856,129,73,71,46,319,8.353,165.016
18909034000,0.01723,3.365,Gr.483 CAT.II,55.546,107.991,93.121,117,71,72,46,307,8.353,164.495
18909035000,0.01723,3.364,Gr.483 CAT.II,86.626,135.935,108.104,131,55,72,45,304,8.353,156.052
18909036000,0.01723,3.364,Gr.483 CAT.II,81.532,131.471,108.008,130,62,73,37,303,8.353,163.773
18909037000,0.01723,3.364,Gr.483 CAT.II,62.604,124.452,111.692,129,55,71,47,303,8.356,165.66
18909038000,0.01723,3.364,Gr.483 CAT.II,56.231,126.678,122.313,107,81,65,47,302,8.356,172.502
18909039000,0.01723,3.364,Gr.483 CAT.II,87.095,127.968,112.368,126,59,65,47,297,8.36,168.425
18909040000,0.01723,3.364,Gr.483 CAT.II,81.572,131.517,113.141,123,62,74,37,297,8.36,163.831
18909041000,0.01723,3.364,Gr.483 CAT.II,62.716,124.268,109.78,122,63,65,46,298,8.359,176.736
18909042000,0.01723,3.364,Gr.483 CAT.II,56.077,131.848,110.158,112,71,64,49,297,8.356,153.744
18909043000,0.01723,3.364,Gr.483 CAT.II,113.151,128.385,130.567,117,61,65,46,290,8.361,141.746
18909044000,0.01723,3.364,Gr.483 CAT.II,81.833,126.439,106.513,116,60,66,47,290,8.355,166.655
18909045000,0.01723,3.364,Gr.483 CAT.II,63.831,119.083,109.645,114,62,64,47,288,8.355,156.767
18909046000,0.01723,3.364,Gr.483 CAT.II,56.33,125.709,112.07,104,70,66,47,288,8.353,146.838
18909047000,0.01723,3.364,Gr.483 CAT.II,86.772,127.393,111.075,113,59,65,46,284,8.356,132.711
18909048000,0.01723,3.364,Gr.483 CAT.II,82.33,119.675,110.732,111,59,67,45,284,8.352,158.012
18909049000,0.01723,3.364,Gr.483 CAT.II,63.958,125.861,113.371,110,70,57,46,285,8.352,148.126
18909050000,0.01723,3.364,Gr.483 CAT.II,55.979,132.539,110.462,111,61,66,47,286,8.359,143.365
18909051000,0.01723,3.364,Gr.483 CAT.II,88.094,137.866,115.206,108,64,64,45,283,8.352,149.61
18909052000,0.01723,3.364,Gr.483 CAT.II,81.6,123.448,109.159,118,63,57,46,284,8.353,158.539
18909053000,0.01723,3.364,Gr.483 CAT.II,64.125,134.778,113.991,113,60,65,47,286,8.359,143.432
18909054000,0.01723,3.364,Gr.483 CAT.II,57.007,127.833,111.364,118,56,65,47,286,8.359,167.847
18909055000,0.01723,3.364,Gr.483 CAT.II,86.51,123.604,110.687,116,56,65,46,284,8.358,157.39
18909056000,0.01723,3.364,Gr.483 CAT.II,81.298,124.702,107.908,114,65,65,38,283,8.358,163.73
18909057000,0.0126,2.592,L415M,64.183,111.362,91.437,125,54,66,49,295,9.278,79.957
18909058000,0.0126,2.592,L415M,54.553,107.139,85.392,124,55,66,50,295,9.278,102.73
18909059000,0.0126,2.592,L415M,88.422,113.902,86.878,118,55,67,47,289,9.278,85.347
18909060000,0.0126,2.592,L415M,83.518,113.511,84.184,114,66,65,40,286,9.278,85.639
18909061000,0.0126,2.592,L415M,64.316,111.167,90.481,130,56,64,50,301,9.278,86.353
18909062000,0.01455,2.586,L450M,54.444,120.82,85.48,122,62,68,50,303,7.738,111.794
18909063000,0.01455,2.586,L450M,85.458,119.032,90.393,122,56,67,47,294,7.737,112.651
18909064000,0.01755,2.56,L485M,80.574,116.879,112.068,122,56,76,39,294,7.897,160.081
18909065000,0.01755,2.56,L485M,61.731,112.603,109.096,137,55,68,47,307,7.897,173.626
18909066000,0.01755,2.579,L485M,55.036,116.548,110.633,128,63,65,52,309,7.896,174.819
18909067000,0.01755,2.579,L485M,86.255,108.289,112.317,129,56,66,48,300,7.896,185.429
18909068000,0.01755,2.579,L485M,79.82,116.84,109.68,131,56,74,39,301,7.896,178.171
18909069000,0.01755,2.579,L485M,61.618,114.043,118.463,139,54,67,49,310,7.896,171.366
18909070000,0.01755,2.579,L485M,55.256,117.459,114.768,128,63,65,52,309,7.896,197.234
18909071000,0.01755,2.579,L485M,85.828,114.77,111.307,121,57,64,49,292,7.896,196.852
18909072000,0.01755,2.579,L485M,80.041,116.025,112.938,123,55,76,37,292,7.895,196.891
18909073000,0.01755,2.579,L485M,61.384,123.174,114.48,122,54,67,48,292,7.895,196.514
18909074000,0.01755,2.579,L485M,54.909,122.411,121.439,133,63,67,50,314,7.895,203.274
18909075000,0.01755,2.579,L485M,86.044,113.085,119.663,122,56,66,48,293,7.894,204.15
18909076000,0.01755,2.579,L485M,79.952,114.431,117.017,124,55,72,41,292,7.895,194.878
18909077000,0.01755,2.579,L485M,61.399,116.253,118.657,120,65,66,48,301,7.895,201.549
18909078000,0.01755,2.579,L485M,55.046,118.842,113.91,121,64,68,49,303,7.896,197.758
18909079000,0.01755,2.579,L485M,85.6,111.255,124.803,113,65,67,47,293,7.895,194.643
18909080000,0.01755,2.579,L485M,79.764,124.893,115.342,123,56,65,47,293,7.895,183.08
18909081000,0.01755,2.579,L485M,61.794,114.054,112.18,124,62,69,47,303,7.895,186.283
18909082000,0.01755,2.579,L485M,54.49,119.562,111.455,121,66,67,49,303,7.895,181.732
18909083000,0.01755,2.579,L485M,85.551,113.186,111.209,122,56,66,46,291,7.895,184.514
18909084000,0.01755,2.579,L485M,79.781,121.061,114.334,112,65,68,46,293,7.895,193.2
18909085000,0.01755,2.579,L485M,61.933,113.184,112.705,122,63,68,48,302,7.895,200.544
18909086000,0.01755,2.579,L485M,54.855,110.25,114.142,121,57,76,49,304,7.894,192.048
18909087000,0.01755,2.579,L485M,86.111,124.652,116.825,121,63,69,46,299,7.895,192.243
18909088000,0.01755,2.579,L485M,80.129,112.515,111.465,123,64,65,48,301,7.895,203.855
18909089000,0.01755,2.579,L485M,61.428,114.29,109.163,122,64,67,49,303,7.894,209.185
18909090000,0.01755,2.579,L485M,54.165,109.043,117.412,122,55,78,49,305,7.895,204.623
18909091000,0.01755,2.579,L485M,85.569,112.31,116.544,124,62,68,47,302,7.895,198.394
18909092000,0.01755,2.579,L485M,79.699,110.982,116.151,115,65,67,46,294,7.895,198.338
18909093000,0.01755,2.579,L485M,61.736,124.756,116.399,121,55,78,47,302,7.896,181.046
18909094000,0.01755,2.579,L485M,54.58,117.062,109.786,117,58,74,49,299,7.896,194.926
18909095000,0.01755,2.579,L485M,85.873,127.01,112.899,116,64,67,48,296,7.895,201.411
18909096000,0.01755,2.579,L485M,79.955,117.692,119.049,119,65,64,48,297,7.894,205.817
18909097000,0.01755,2.579,L485M,61.429,120.961,111.651,116,66,66,48,297,7.898,201.077
18909098000,0.01755,2.579,L485M,54.939,129.735,119.52,116,67,65,49,299,7.898,183.075
18909099000,0.01755,2.579,L485M,85.401,115.635,119.47,117,65,65,49,297,7.895,184.081
18909100000,0.01755,2.579,L485M,79.592,122.493,112.466,118,65,66,47,297,7.895,183.165
18909101000,0.01755,2.579,L485M,61.14,112.646,117.414,116,58,76,47,298,7.895,201.644
18909102000,0.01755,2.579,L485M,54.675,116.341,129.074,117,66,66,48,299,7.895,197.716
18909103000,0.01755,2.579,L485M,85.516,125.177,114.712,118,65,64,49,297,7.896,184.422
18909104000,0.01755,2.579,L485M,79.724,114.872,112.61,118,66,65,48,298,7.896,184.402
18909105000,0.01755,2.579,L485M,61.246,111.2,112.225,116,57,77,47,298,7.895,190.562
18909106000,0.01755,2.579,L485M,54.183,126.48,115.589,117,67,66,48,299,7.895,173.808
18909107000,0.01755,2.579,L485M,85.874,114.62,109.971,114,57,74,50,296,7.895,171.322
18909108000,0.01755,2.579,L485M,80.061,118.226,112.616,115,66,65,49,296,7.895,177.737
18909109000,0.01755,2.579,L485M,61.218,115.526,117.894,116,66,68,47,298,7.895,182.554
18909110000,0.01755,2.579,L485M,53.917,114.957,114.237,117,67,65,49,299,7.895,179.9
18909111000,0.01755,2.579,L485M,85.68,120.038,117.538,116,60,72,50,298,7.895,172.231
18909112000,0.01163,2.686,Q235B,82.632,169.877,106.668,119,55,74,40,289,0,39.973
18909113000,0.01391,1.988,Q235B,65.767,120.574,110.213,119,65,75,39,299,0,35.415
18909114000,0.01602,2.568,Q235B,54.208,123.746,127.688,129,55,75,39,299,0,39.303
18909115000,0.01602,2.568,Q235B,86.626,120.055,117.411,113,61,75,40,289,0,39.214
18909116000,0.01602,2.568,Q235B,79.558,92.453,125.899,118,61,69,47,296,0,40.13
18909117000,0.02171,2.395,SM490A,61.067,116.395,113.134,117,67,76,38,299,0,217.059
18909118000,0.02945,2.727,SM490A,53.955,125.241,100.746,130,64,66,39,300,0,235.967
18909119000,0.02464,2.665,SM490A,86.661,146.068,123.6,110,63,68,48,289,0,166.411
18909121000,0.01569,2.58,Q460C,55.306,1.536,315.406,120,65,75,49,311,7.702,46.369
18909122000,0.01379,2.479,Q460C,48.841,1.776,185.958,120,64,66,62,313,7.063,36.193
18909123000,0.01379,2.48,Q460C,80.136,1.489,170.062,109,63,76,54,303,7.058,37.148
18909124000,0.01379,2.479,Q460C,74.361,1.727,167.759,119,63,67,63,315,7.051,37.784
18909125000,0.01379,2.479,Q460C,55.083,1.728,198.579,118,67,67,63,316,7.051,37.145
18909126000,0.01379,2.482,Q460C,47.966,1.392,146.349,120,65,65,67,317,7.057,37.153
18909127000,0.01379,2.48,Q460C,80.937,1.488,161.756,118,64,68,63,315,7.058,37.482
18909128000,0.0112,3.099,KA,88.23,59.616,95.708,118,65,67,66,318,0,36.969
18909129000,0.00923,3.318,CCS-A,65.566,37.153,92.638,119,66,65,65,317,0,52.702
18909130000,0.00921,2.787,KA,55.939,55.201,70.315,119,65,65,66,316,0,51.167
18909131000,0.0094,2.717,460LF-TM,74.134,1.585,205.192,118,63,66,65,314,0,37.007
18909132000,0.0094,2.649,460LF-TM,68.36,1.585,235.248,119,63,67,68,318,0,37.008
18909133000,0.0094,2.841,460LF-TM,50.025,1.488,200.409,121,63,68,66,320,0,53.127
18909134000,0.0094,2.718,460LF-TM,43.37,1.582,199.494,119,64,58,77,320,0,38.053
18909135000,0.0094,2.647,460LF-TM,74.116,1.344,216.567,118,64,65,70,319,0,37.686
18909136000,0.0094,2.67,460LF-TM,68.674,1.344,178.8,119,64,57,82,324,0,37.88
18909137000,0.0094,2.799,460LF-TM,49.865,1.68,225.124,126,64,78,61,330,0,40.033
18909138000,0.0119,2.844,460LF-TM,64.678,134.062,94.553,120,65,55,82,323,7.138,72.819
18909139000,0.0124,3.081,460LF-TM,82.003,119.19,105.778,117,67,78,59,323,7.146,55.154
18909140000,0.0114,3.567,460LF-TM,76.018,248.675,84.245,117,63,68,79,329,6.333,34.464
18909141000,0.0159,3.107,460LF-TM,128.055,121.493,131.226,125,67,81,56,332,8.783,89.814
18909142000,0.0159,2.858,460LF-TM,49.13,133.436,118.601,127,64,68,73,334,8.786,104.786
18909143000,0.0154,2.843,460LF-TM,83.297,118.562,109.729,117,65,71,70,324,8.779,115.057
18909144000,0.0179,3.234,460LF-TM,77.505,135.556,101.563,119,64,81,71,337,9.885,92.162
18909145000,0.0189,3.213,460LF-TM,57.095,128.683,95.916,128,64,86,56,337,9.899,115.437
18909146000,0.0204,2.715,460LF-TM,52.045,119.152,104.678,129,64,73,70,338,9.717,122.924
18909147000,0.0159,3.08,460LF-TM,81.345,133.43,94.944,120,64,75,66,327,8.785,99.754
18909148000,0.0154,2.627,460LF-TM,78.71,118.091,113.087,116,67,83,69,337,8.779,107.181
18909149000,0.02964,2.577,Q550CFD,54.156,104.215,121.098,131,56,95,55,339,18.337,183.46
18909150000,0.02964,2.577,Q550CFD,48.855,89.097,124.325,125,56,81,71,336,18.337,229.099
18909151000,0.02964,2.577,Q550CFD,79.817,95.339,124.224,126,61,77,71,336,18.328,206.638
18909152000,0.02964,2.577,Q550CFD,74.653,112.375,148.564,118,57,90,72,339,18.338,206.823
18909153000,0.02964,2.577,Q550CFD,61.881,103.48,119.751,126,58,98,54,339,18.33,225.752
18909154000,0.02964,2.577,Q550CFD,55.088,92.883,124.375,127,55,87,69,340,18.336,237.11
18909155000,0.02964,2.577,Q550CFD,85.872,89.232,117.982,123,54,100,56,335,18.338,230.644
18909156000,0.02964,2.577,Q550CFD,80.201,117.741,117.836,116,64,90,68,340,18.342,209.379
18909157000,0.02964,2.577,Q550CFD,62.354,96.534,118.189,127,56,101,55,341,18.341,217.094
18909158000,0.02964,2.577,Q550CFD,54.934,97.577,123.303,126,54,103,56,341,18.346,200.843
18909159000,0.02964,2.577,Q550CFD,80.861,93.988,122.689,119,66,98,56,341,18.343,225.688
18909160000,0.02964,2.577,Q550CFD,86.056,96.239,120.956,117,54,92,72,337,18.347,247.159
18909161000,0.02964,2.577,Q550CFD,61.889,93.654,121.401,131,64,94,55,346,18.347,262.6
18909162000,0.02964,2.577,Q550CFD,55.578,97.2,117.98,118,53,104,69,346,18.348,265.015
18909163000,0.02964,2.577,Q550CFD,86.131,91.449,118.181,117,69,87,58,334,18.349,258.757
18909164000,0.02964,2.577,Q550CFD,80.545,106.41,116.879,117,78,90,58,345,18.349,244.859
18909165000,0.02964,2.577,Q550CFD,61.756,113.956,121.488,127,73,87,57,346,18.35,236.203
18909166000,0.02964,2.577,Q550CFD,54.924,130.363,152.398,118,80,87,63,350,18.35,194.402
18909167000,0.02964,2.577,Q550CFD,86.37,134.785,119.224,121,70,87,58,338,18.357,211.533
18909168000,0.02964,2.577,Q550CFD,80.549,119.138,119.813,118,82,88,60,349,18.357,237.498
18909169000,0.02964,2.577,Q550CFD,100.528,107.136,119.338,119,82,88,59,350,18.357,220.659
18909170000,0.02964,2.577,Q550CFD,54.381,116.486,119.91,117,80,90,61,350,18.361,259.396
18909171000,0.02964,2.577,Q550CFD,80.548,98.122,119.234,118,81,91,63,354,18.357,219.837
18909172000,0.02964,2.577,Q550CFD,86.51,118.325,122.829,114,74,92,68,350,18.372,204.67
18909173000,0.02964,2.577,Q550CFD,62.148,113.903,123.026,119,85,90,63,359,18.352,219.159
18909174000,0.02964,2.577,Q550CFD,55.503,115.193,120.577,117,84,90,66,359,18.352,247.249
18909175000,0.02964,2.577,Q550CFD,86.293,110.579,122.884,117,84,93,59,355,18.351,251.377
18909176000,0.02964,2.577,Q550CFD,80.709,108.43,123.499,117,88,86,66,358,18.352,250.558
18909177000,0.02964,2.577,Q550CFD,151.045,104.212,122.16,118,99,79,61,359,18.353,195.606
18909178000,0.02964,2.577,Q550CFD,66.307,119.753,123.55,116,87,91,64,360,18.352,265.547
18909179000,0.02964,2.577,Q550CFD,86.566,120.337,117.12,118,89,87,61,356,18.36,279.688
18909180000,0.02964,2.577,Q550CFD,80.807,151.966,116.646,121,88,85,62,359,18.353,265.962
18909181000,0.02964,2.577,Q550CFD,61.494,189.12,107.579,129,81,87,61,360,18.351,262.606
18909182000,0.02964,2.577,Q550CFD,55.166,123.401,129.543,128,79,90,65,365,18.359,208.182
18909183000,0.02964,2.577,Q550CFD,86.435,117.698,125.281,123,77,90,63,354,18.36,207.886
18909184000,0.02964,2.577,Q550CFD,80.694,117.222,133.782,133,87,80,63,365,18.36,224.151
18909185000,0.02964,2.577,Q550CFD,62.427,107.513,124.323,135,86,81,62,366,18.359,240.295
18909186000,0.02964,2.577,Q550CFD,55.748,104.694,123.881,135,74,92,64,366,18.36,239.763
18909187000,0.02964,2.577,Q550CFD,85.87,115.303,132.426,135,84,89,53,362,18.36,233.186
18909188000,0.02964,2.577,Q550CFD,80.353,104.455,126.152,137,86,82,60,365,18.358,254.344
18909189000,0.02001,1.78,L415MS,81.842,110.111,125.576,137,87,87,56,369,9.714,228.958
18909190000,0.02001,1.78,L415MS,54.776,109.093,128.832,135,76,98,59,369,9.714,272.408
18909191000,0.02001,1.78,L415MS,86.07,116.83,126.048,134,79,94,58,366,9.714,285.273
18909192000,0.02001,1.78,L415MS,79.523,114.578,125.381,138,80,93,58,369,9.714,293.513
18909193000,0.02001,1.78,L415MS,61.075,86.447,130.38,145,77,96,57,376,9.714,290.731
18909194000,0.02001,1.78,L415MS,54.152,86.592,134.457,145,76,86,71,378,9.714,286.415
18909195000,0.02001,1.78,L415MS,85.689,86.928,136.947,138,77,93,61,370,9.714,254.684
18909196000,0.02001,1.78,L415MS,79.857,112.132,124.32,142,76,92,61,372,9.714,283.589
18909197000,0.02001,1.78,L415MS,63.687,106.071,121.586,153,74,94,62,384,9.714,286.277
18909198000,0.02001,1.78,L415MS,54.196,113.466,119.756,139,87,85,73,384,9.714,285.468
18909199000,0.02001,1.78,L415MS,85.177,117.935,133.488,143,78,78,75,375,9.714,234.76
18909200000,0.02001,1.78,L415MS,79.824,112.752,126.241,151,83,75,76,386,9.714,250.857
18909201000,0.02001,1.78,L415MS,60.865,125.142,123.353,154,77,84,74,390,9.714,266.642
18909202000,0.02001,1.78,L415MS,54.065,109.008,129.068,141,76,97,75,391,9.714,277.965
18909203000,0.02001,1.78,L415MS,85.144,125.046,122.491,142,84,88,72,387,9.714,254.399
18909204000,0.02001,1.78,L415MS,80.291,104.833,122.067,156,75,86,75,392,9.714,279.357
18909205000,0.02001,1.78,L415MS,60.784,106.801,120.919,144,88,85,76,394,9.714,292.372
18909206000,0.02001,1.78,L415MS,54.531,105.453,120.526,144,75,97,78,395,9.714,280.183
